Gene Names,Cluster label
PICALM,7
PIGA,7
PIGK,14
PIGL,1
PIGO,1
PIGW,16
PIGY,13
PIGZ,10
PIH1D2,20
PIK3CD,12
PIK3R1,18
PINX1,4
PITX2,20
PJA1,1
PJA2,13
PKD1,1
PKD2,7
PKIA,2
PKLR,4
PKN1,19
PKNOX1,12
PKNOX2,2
PLA2G2E,20
PLA2G3,2
PLA2G6,16
PLAC4,20
PLCB1,6
PLCD4,9
PLCL1,19
PLCL2,7
PLCXD1,7
PLEKHA1,13
PLEKHG2,10
PLEKHG4B,11
PLEKHG5,3
PLEKHG7,15
PLEKHH2,1
PLEKHH3,19
PLEKHM1,8
PLG,2
PLK4,5
PLP1,11
PLRG1,14
PLS1,16
PLSCR3,17
PLTP,19
PLUNC,12
PMEPA1,3
PML,2
PNLIPRP2,3
PNMA3,12
PNN,13
PODXL2,9
POF1B,20
POFUT2,8
POGZ,17
POLE4,13
POLR1D,17
POLR2J3,7
POLR3D,11
POLR3GL,7
POLR3H,9
POLS,6
POPDC2,15
POT1,11
POU3F2,10
POU5F2,9
PP8961,16
PPAP2A,11
PPAPDC1A,20
PPAPDC2,14
PPARD,16
PPARG,11
PPDPF,13
PPIL2,19
PPM1A,13
PPM1L,9
PPM1M,8
PPM2C,14
PPP1CA,6
PPP1CB,14
PPP1R14A,8
PPP1R2,14
PPP1R3A,18
PPP1R8,2
PPP2R2C,9
PPP2R2D,4
PPP2R3A,6
PPP2R3C,13
PPP2R4,19
PPP6C,19
PPPDE1,14
PPT2,6
PQLC2,16
PRAME,1
PRAMEF16,3
PRAMEF6,2
PRAMEF7,10
PRB2,5
PRDM1,13
PRDM10,14
PRDM11,3
PRDM12,18
PRDM16,16
PRDM5,5
PRDM8,12
PRDM9,8
PRELP,18
PRG3,11
PRH2,18
PRICKLE2,6
PRICKLE3,9
PRKAA1,14
PRKAB1,6
PRKAB2,19
PRKACB,3
PRKACG,1
PRKAG2,7
PRKCB1,7
PRKCG,10
PRKCSH,8
PRKCZ,2
PRKRIP1,16
PRLR,3
PRM1,10
PRMT6,7
PRMT8,1
PRNP,13
PROKR2,16
PRPF38A,14
PRPF4,6
PRPF4B,9
PRR3,19
PRR5,17
PRSS16,2
PRSS27,3
PRSS3,2
PRSS37,11
PRSS7,8
PSCDBP,19
PSENEN,8
PSG3,19
PSIP1,2
PSMA1,14
PSMA2,14
PSMA4,13
PSMA6,13
PSMC2,14
PSMD14,7
PSMD2,14
PSMD4,16
PSMD9,9
PSORS1C1,6
PTBP2,7
PTCD1,8
PTCRA,12
PTGDS,13
PTGER4,13
PTGFR,20
PTGS1,12
PTK2B,17
PTK6,8
PTPLB,13
PTPN7,6
PTPRD,4
PTPRF,4
PTPRM,19
PTPRO,14
PTPRR,16
PTPRS,19
PTPRT,16
PTRH2,20
PTS,14
PUM1,14
PURG,2
PVRL1,19
PXMP2,19
PYCARD,12
PYCRL,10
PYGO1,2
QSER1,9
QTRTD1,7
RAB11FIP3,8
RAB11FIP5,12
RAB1B,8
RAB21,14
RAB25,1
RAB28,14
RAB33B,13
RAB35,6
RAB42,1
RAB43,12
RAB4B,6
RAB5A,14
RAB8B,13
RABEP1,14
RABL3,14
RABL5,5
RAC1,9
RAC3,15
RACGAP1,20
RAD51C,3
RAD51L3,18
RAD52,11
RAET1E,10
RALGAPA1,7
RAMP2,8
RANBP3,8
RAP1A,17
RAP2A,13
RAP2B,5
RAPSN,12
RARA,12
RASA1,14
RASA3,8
RASD2,3
RASGEF1C,9
RASL11A,19
RASSF3,16
RASSF4,7
RAVER2,14
RB1CC1,13
RBBP8,2
RBM15,7
RBM23,8
RBM25,13
RBM26,14
RBM28,19
RBM41,12
RBM44,19
RBM45,7
RBMX2,17
RBP1,18
RBP2,11
RBPJL,6
RBPMS2,13
RBX1,13
RCAN1,20
RCBTB1,5
RCE1,8
RCOR2,9
REEP4,6
RELN,2
RELT,4
REM2,8
RET,4
RFFL,19
RFK,5
RFNG,19
RFWD2,14
RFX3,11
RFX5,7
RGAG1,2
RGMA,12
RGMB,11
RGPD1,14
RGPD5,15
RGS10,13
RGS11,4
RGS12,6
RGS3,4
RGS6,16
RHBDL3,8
RHCE,2
RHOC,8
RHOG,8
RHOT1,14
RHOV,4
RIBC2,2
RIC8A,15
RICS,7
RIF1,14
RIMS1,3
RIN2,14
RIPK5,12
RIPPLY2,3
RLN1,2
RMND1,20
RMND5B,6
RNASE10,12
RNASE12,2
RNASE2,13
RNASE4,14
RNASEH2C,12
RNASEL,7
RND3,2
RNF112,15
RNF12,20
RNF126P1,2
RNF128,11
RNF138,14
RNF14,14
RNF151,2
RNF17,5
RNF39,1
RNF40,12
RNF5,8
RNF5P1,17
RNF6,9
RNF7,2
RNF8,11
RNGTT,7
RNMT,19
ROCK1,14
ROM1,12
RORC,1
RP51022P62,14
RPE,5
RPF1,17
RPGR,17
RPL17,13
RPL23,13
RPL23AP7,17
RPL26,13
RPL27,13
RPL31,13
RPL34,13
RPL35,13
RPL39,13
RPL9,14
RPP25,20
RPRML,3
RPS15A,13
RPS17,13
RPS24,13
RPS29,13
RPS3A,13
RPS6KA2,19
RPS6KA3,7
RPS6KB1,14
RRAGB,9
RRAGC,12
RRAS2,12
RREB1,5
RRM2,20
RRP8,16
RSBN1,14
RSBN1L,7
RSL24D1,13
RSPO2,12
RSRC2,17
RTBDN,2
RTCD1,17
RTDR1,16
RTKN,1
RTN1,13
RTN3,11
RTN4,15
RTN4RL1,16
RUFY3,4
RUNDC1,19
RUNX1T1,16
RUNX2,8
RWDD1,19
RXRB,8
RXRG,12
RYR1,15
S100A10,7
S100A16,2
S100B,5
S1PR3,14
SAA1,9
SALL4,3
SAMD11,6
SAMHD1,20
SAR1B,13
SARM1,8
SASH3,8
SBK1,12
SC4MOL,20
SCAMP1,14
SCAND1,12
SCARA3,1
SCARB2,14
SCARF1,11
SCARF2,4
SCD,14
SCD5,16
SCFD1,3
SCGB1C1,17
SCGB2A2,1
SCGB3A2,19
SCHIP1,10
SCIN,2
SCMH1,8
SCN2B,19
SCN3B,11
SCN4A,11
SCN7A,1
SCOC,13
SCP2,6
SCPEP1,14
SCRN2,15
SCRT1,15
SDCCAG3,14
SDCCAG8,4
SDHAF1,20
SDK1,20
SEC14L3,15
SEC22C,14
SEC23B,19
SEC24C,6
SEC24D,19
SEC61B,13
SELL,17
SEMA6B,15
SEMA6D,2
SENP2,1
SENP8,4
SEP11G,17
SEP1_5G,13
SEP4G,8
SERINC3,4
SERPINA9,10
SERPINB11,9
SERPINB6,5
SERPING1,17
SERPINH1,16
SETD4,19
SETDB2,7
SEZ6L,18
SFN,3
SFRS10,13
SFRS12,17
SFRS13A,11
SFRS17A,7
SFRS7,13
SFTPD,7
SGCA,16
SGEF,15
SGK2,3
SGK3,10
SGSM1,9
SH2D4B,10
SH3BP5,1
SH3TC2,3
SHANK3,3
SHBG,1
SHFM1,14
SHOX,4
SHRM,4
SHROOM1,11
SIGLEC10,13
SIGLEC12,9
SIGLEC15,4
SIGLEC5,7
SIK1,11
SIRPD,6
SIRPG,17
SIRT1,7
SIRT5,12
SKA2,6
SKI,8
SKIP,6
SKP2,7
SLA2,8
SLC10A3,8
SLC10A5,5
SLC10A7,5
SLC12A7,10
SLC12A8,16
SLC13A1,15
SLC13A2,6
SLC18A1,15
SLC19A2,6
SLC1A6,11
SLC22A10,3
SLC22A5,20
SLC22A6,20
SLC23A2,20
SLC23A3,5
SLC24A2,4
SLC24A3,19
SLC24A5,2
SLC24A6,12
SLC25A1,8
SLC25A10,19
SLC25A12,19
SLC25A13,17
SLC25A15,9
SLC25A16,11
SLC25A17,20
SLC25A24,11
SLC25A26,19
SLC25A27,9
SLC25A31,1
SLC25A32,15
SLC25A35,15
SLC25A40,14
SLC25A43,14
SLC26A2,7
SLC26A3,5
SLC26A8,3
SLC29A1,7
SLC2A11,17
SLC2A8,16
SLC30A3,12
SLC30A5,7
SLC30A9,14
SLC33A1,14
SLC35A1,13
SLC35A4,6
SLC35E3,12
SLC35F5,19
SLC38A11,4
SLC39A10,7
SLC39A11,6
SLC39A14,9
SLC39A7,4
SLC39A8,7
SLC39A9,5
SLC41A1,19
SLC43A3,12
SLC44A1,14
SLC44A3,2
SLC4A11,15
SLC4A7,13
SLC5A1,15
SLC5A10,20
SLC6A10P,13
SLC6A13,1
SLC6A14,2
SLC6A2,10
SLC6A4,20
SLC6A5,15
SLC6A9,13
SLC7A4,10
SLC7A9,1
SLC9A6,19
SLCO1A2,2
SLCO1B3,9
SLCO4A1,8
SLMAP,13
SLN,3
SMAD4,14
SMARCA1,4
SMARCA2,15
SMARCA5,7
SMARCAL1,12
SMC1B,9
SMC2,20
SMG5,8
SMOX,17
SMPD2,8
SMPDL3B,11
SMURF2,10
SMYD3,6
SNAG1,5
SNAI3,16
SNAP29,7
SND1,12
SNHG10,6
SNIP1,19
SNORD1164,2
SNORD48,5
SNORD56,14
SNRNP27,7
SNRPA,19
SNRPA1,14
SNRPB2,13
SNRPD1,4
SNRPG,13
SNTN,3
SNUPN,7
SNX11,8
SNX13,14
SNX14,19
SNX19,6
SNX2,14
SNX26,6
SNX4,14
SNX5,7
SOCS5,3
SOCS6,1
SOHLH1,9
SON,13
SORBS1,3
SORBS2,9
SORCS1,3
SORT1,12
SOX10,1
SOX12,17
SOX13,8
SOX30,9
SOX5,2
SOX6,4
SP3,7
SP6,6
SP8,15
SPACA1,1
SPACA3,9
SPACA4,12
SPAG16,1
SPAG6,1
SPANXA1,10
SPARC,12
SPATA12,18
SPATA3,1
SPATA6,11
SPATC1,10
SPDYC,8
SPEF1,6
SPERT,4
SPESP1,18
SPG11,17
SPG3A,4
SPHK1,3
SPHK2,12
SPHKAP,16
SPIN1,17
SPINK6,5
SPINK9,1
SPINLW1,1
SPON2,12
SPPL2A,14
SPPL2B,16
SPRED1,14
SPRED2,11
SPRY4,12
SPRYD5,17
SPTB,11
SPTBN4,1
SRA1,16
SRBD1,6
SRD5A3,11
SREBF1,8
SRI,7
SRP19,7
SRP72,13
SRR,4
SRRM1,7
SRRM4,3
SSNA1,1
SSR1,14
SSX3,7
SSX6,2
SSX9,5
ST3GAL1,12
ST3GAL2,8
ST5,16
ST6GAL1,4
ST6GAL2,2
ST6GALNAC4,12
STAG3,6
STAP2,15
STARD13,1
STARD5,5
STIP1,12
STK31,3
STK39,7
STOML2,14
STRA8,10
STRADA,18
STT3A,14
STX10,17
STXBP5,14
STYXL1,12
SUB1,13
SULT1A1,1
SURF2,15
SUV39H2,12
SUV420H1,7
SUV420H2,6
SUZ12,13
SYCP3,10
SYDE1,4
SYN2,1
SYNE1,9
SYNGAP1,16
SYPL1,3
SYT12,10
SYT14,15
SYT15,19
SYT8,18
SYTL3,8
TAAR5,15
TAAR8,6
TAC3,15
TADA3,16
TAF11,16
TAF1D,20
TAF4,14
TAF5,7
TAF5L,18
TAF6L,8
TAF7,13
TAGLN,4
TAOK2,8
TARP,17
TAS2R16,9
TAS2R38,15
TAS2R39,9
TAS2R43,1
TAS2R45,5
TAS2R5,15
TAS2R7,3
TAX1BP1,13
TAX1BP3,8
TAZ,12
TBC1D13,15
TBC1D15,14
TBC1D29,11
TBC1D8B,20
TBC1D9,13
TBCA,13
TBCD,4
TBCE,14
TBX1,11
TBX10,18
TBX18,17
TBX19,15
TBX3,2
TBX6,19
TC2N,7
TCBA1,10
TCEA1,20
TCEA2,8
TCEAL6,2
TCEAL8,17
TCEB1,7
TCF21,20
TCF7,7
TCHHL1,11
TCP1,14
TCTA,12
TCTEX1D1,15
TDGF1,2
TDRKH,11
TEDDM1,6
TENC1,10
TES,12
TEX11,11
TEX13A,20
TEX14,2
TEX261,6
TEX9,5
TFB1M,8
TFB2M,7
TFCP2,7
TFCP2L1,10
TFF2,16
TFG,6
TFPI2,3
TFPT,16
TGFB2,3
TGFBR2,19
TGIF1,16
TGM5,5
THAP1,14
THAP4,11
THAP8,1
THOC2,17
THOC3,14
THSD3,10
THSD4,15
THUMPD2,7
TIAL1,17
TICAM2,14
TIGD3,4
TIMM17B,8
TIMM9,12
TIPARP,7
TIPIN,11
TIPRL,7
TLCD1,1
TLE6,15
TLK1,7
TLR3,5
TLR7,14
TLR9,8
TM2D3,1
TM4SF1,15
TM4SF20,2
TM4SF4,5
TM4SF5,10
TM9SF3,7
TM9SF4,12
TMBIM6,13
TMC5,11
TMC7,16
TMCO1,13
TMCO4,16
TMED10P,13
TMED7,13
TMEM101,6
TMEM107,20
TMEM118,14
TMEM119,12
TMEM126A,13
TMEM126B,13
TMEM128,1
TMEM130,2
TMEM132A,11
TMEM136,5
TMEM140,12
TMEM144,14
TMEM14C,13
TMEM151A,15
TMEM158,13
TMEM165,13
TMEM16B,3
TMEM170A,19
TMEM174,4
TMEM175,12
TMEM177,16
TMEM190,11
TMEM201,18
TMEM205,12
TMEM217,12
TMEM218,7
TMEM222,16
TMEM40,16
TMEM41B,17
TMEM50B,13
TMEM64,19
TMEM68,3
TMEM77,14
TMEM79,12
TMEM88,8
TMEM93,17
TMLHE,14
TMPO,11
TMSEP7GF2,12
TMTC1,9
TMUB1,8
TMUB2,16
TNFAIP1,1
TNFAIP3,8
TNFAIP8L2,8
TNFRSF10C,17
TNFSF18,10
TNFSF9,16
TNK2,17
TNN,12
TNNT2,4
TNNT3,10
TNPO1,11
TNRC6A,12
TNS4,3
TNXB,19
TOMM7,13
TOP1,6
TOR1A,19
TOR2A,17
TP53INP2,8
TPCN1,20
TPD52L2,17
TPD52L3,3
TPH1,1
TPK1,14
TPSG1,16
TRAF5,3
TRAF6,3
TRAK1,14
TRAM1,13
TRAPPC2P1,14
TREML1,12
TRERF1,11
TRIM14,10
TRIM17,6
TRIM31,3
TRIM42,11
TRIM48,16
TRIM55,4
TRIM6,18
TRIM7,11
TRIML1,8
TRIML2,9
TRIP11,14
TRMT1,6
TRMT11,5
TRMT2B,10
TRNT1,20
TRPA1,17
TRPC4AP,12
TRPM2,18
TRPV3,10
TRPV4,16
TSC22D2,7
TSEN54,8
TSGA10,5
TSPAN1,8
TSPAN16,3
TSPAN18,13
TSPAN3,14
TSPAN6,9
TSPYL5,19
TTC1,8
TTC14,7
TTC32,7
TTC33,14
TTC38,12
TTC39B,4
TTC7B,17
TTLL10,5
TTLL5,6
TTLL7,9
TTTY12,11
TTTY5,18
TTTY8,2
TTYH1,3
TUBB3,9
TWF1,19
TWSG1,7
TXNDC12,13
TXNDC15,7
TXNDC17,13
TXNL4A,1
TXNRD1,7
TYR,3
U1SNRNPBP,12
UACA,11
UBA3,14
UBA52,12
UBAP1,17
UBASH3A,11
UBC,4
UBE2A,19
UBE2B,6
UBE2D1,18
UBE2I,1
UBE2J1,14
UBE2L3,8
UBE2T,4
UBE2U,2
UBE3A,4
UBE4A,7
UBFD1,20
UBL3,13
UBOX5,16
UBP1,14
UBR5,14
UBR7,12
UBXN11,15
UBXN8,5
UCHL5,7
UCP3,11
UFD1L,4
UGDH,7
UGP2,19
UGT1A3,16
UGT1A8,10
UGT2B10,5
ULK3,6
UMODL1,9
UNC45A,11
UNC5C,16
UPF2,4
UPK3B,16
UPRT,14
UQCRB,4
UQCRC1,12
UQCRQ,13
USHBP1,10
USO1,13
USP2,9
USP28,19
USP32,20
USP33,13
USP48,7
USP6,19
USP9X,14
USPL1,17
UST,20
UTS2,13
UTX,12
VAMP4,7
VAMP7,14
VAPA,19
VAT1,8
VCP,12
VCPIP1,14
VCXC,18
VIP,2
VN1R1,20
VN1R2,12
VN1R5,16
VNN2,13
VPS11,16
VPS13B,9
VPS26A,14
VPS26B,19
VPS28,12
VPS29,13
VPS36,13
VPS37A,7
VPS37B,8
VPS54,14
VRK1,6
VRK3,12
VSIG2,15
VWA1,15
VWA2,2
VWA3B,18
VWA5A,20
WASPIP,13
WBSCR23,9
WDFY1,13
WDR12,7
WDR17,2
WDR27,6
WDR35,16
WDR37,17
WDR45,16
WDR48,7
WDR59,7
WDR66,19
WDR67,7
WDR7,2
WDR89,4
WDSUB1,17
WEE1,7
WFDC13,1
WFDC5,15
WFIKKN2,11
WIF1,15
WIPF2,16
WNK2,3
WNT2B,1
WNT3A,10
WNT5B,18
WTIP,16
WWOX,3
XAGE5,5
XIRP1,3
XK,13
XPO5,6
XPOT,20
XRN1,7
YEATS4,7
YIPF5,7
YRDC,14
YSK4,11
YTHDF1,19
YTHDF2,17
YWHAZ,14
ZBTB26,11
ZBTB33,13
ZBTB48,8
ZBTB7B,6
ZBTB8A,10
ZC3H3,8
ZCCHC24,8
ZCRB1,14
ZDHHC11,19
ZDHHC12,16
ZDHHC17,14
ZDHHC21,5
ZDHHC4,3
ZDHHC9,4
ZEB2,14
ZFAND6,17
ZFC3H1,14
ZFP2,5
ZFP28,5
ZFP41,3
ZFPM1,8
ZFR,13
ZFX,17
ZFYVE1,16
ZFYVE9,19
ZIC2,15
ZKSCAN5,1
ZMIZ1,7
ZMYM4,14
ZMYND11,5
ZMYND8,6
ZNF121,19
ZNF142,16
ZNF16,16
ZNF160,3
ZNF167,4
ZNF174,19
ZNF181,20
ZNF189,5
ZNF197,4
ZNF213,12
ZNF214,2
ZNF22,13
ZNF224,7
ZNF232,19
ZNF266,17
ZNF280B,16
ZNF295,14
ZNF322B,6
ZNF323,1
ZNF331,7
ZNF333,19
ZNF335,4
ZNF35,20
ZNF365,19
ZNF384,19
ZNF414,15
ZNF418,19
ZNF429,4
ZNF436,4
ZNF44,11
ZNF443,14
ZNF446,16
ZNF45,14
ZNF451,14
ZNF473,9
ZNF483,11
ZNF484,20
ZNF493,17
ZNF496,4
ZNF510,5
ZNF511,7
ZNF518A,14
ZNF532,20
ZNF544,16
ZNF551,4
ZNF558,7
ZNF561,20
ZNF581,12
ZNF584,20
ZNF586,7
ZNF596,5
ZNF610,19
ZNF619,16
ZNF639,16
ZNF654,14
ZNF655,17
ZNF668,8
ZNF704,15
ZNF709,10
ZNF714,18
ZNF721,13
ZNF74,16
ZNF75D,7
ZNF761,20
ZNF767,8
ZNF782,11
ZNF804A,6
ZNF821,19
ZNF831,6
ZNFX1,12
ZNHIT3,3
ZP2,5
ZRANB3,3
ZSCAN16,6
ZSCAN4,2
ZSWIM3,19
ZSWIM4,8
ZUFSP,7
ZWINT,6